Food code,WWEIA Category number
27510312,3702
27510331,3702
27510341,3702
27510342,3702
27510343,3702
27510346,3702
27510371,3702
27510376,3702
27510386,3702
27510387,3702
27510388,3702
27510389,3702
27510391,3702
27510401,3702
27510406,3702
27510412,3702
27510413,3702
27510431,3702
27510446,3702
27510451,3702
27510465,3702
27510475,3702
27510486,3702
27510501,3702
27510506,3702
27510511,3702
27510521,3702
27510531,3702
27510536,3702
27510551,3702
27510552,3702
27510553,3702
27510555,3702
27510565,3702
27510575,3702
27510576,3702
27510577,3702
27510585,3702
27510587,3702
27510601,3702
27510606,3702
27510615,3702
27510616,3702
27510631,3702
27510632,3702
27510633,3702
27510641,3702
27510642,3702
27510643,3702
27510661,3702
27510667,3702
27510671,3702
27510676,3702
27510681,3702
27510682,3702
27510700,3708
27510705,3702
27510910,3708
27510950,3708
27511010,3708
27513010,3708
27513020,3708
27513040,3708
27513041,3708
27513050,3708
27513060,3708
27513070,3708
27515000,3708
27515010,3708
27515020,3708
27515030,3708
27515040,3708
27515050,3708
27515070,3708
27515080,3708
27516010,3708
27517000,3702
27520110,3708
27520120,3708
27520135,3704
27520140,3706
27520150,3708
27520155,3708
27520156,3708
27520160,3704
27520165,3704
27520166,3704
27520170,3706
27520250,3706
27520300,3708
27520310,3708
27520320,3708
27520330,3706
27520340,3708
27520350,3708
27520360,3708
27520370,3708
27520380,3706
27520390,3708
27520410,3708
27520420,3708
27520500,3708
27520510,3708
27520520,3708
27520530,3708
27520540,3708
27540110,3704
27540111,3704
27540120,3704
27540130,3704
27540140,3704
27540145,3704
27540150,3704
27540151,3704
27540170,3704
27540180,3704
27540190,3704
27540200,3704
27540210,3704
27540230,3704
27540235,3704
27540240,3704
27540250,3704
27540260,3704
27540270,3704
27540280,3704
27540285,3704
27540290,3704
27540291,3704
27540295,3704
27540296,3704
27540300,3704
27540310,3704
27540320,3704
27540330,3704
27540350,3704
27540360,3704
27540361,3704
27541000,3708
27541001,3708
27545000,3702
27545010,3702
27545100,3702
27545110,3702
27545200,3702
27545210,3702
27545220,3702
27550000,3708
27550100,3708
27550110,3708
27550510,3708
27550710,3708
27550720,3708
27550730,3708
27550750,3708
27550751,3708
27560000,3708
27560110,3708
27560120,3708
27560300,3703
27560350,3703
27560410,3708
27560500,3708
27560510,3708
27560650,3706
27560660,3706
27560670,3706
27560705,3002
27560710,3706
27560720,3708
27560910,3708
27563010,3708
27564000,3703
27564001,3703
27564002,3703
27564003,3703
27564004,3703
27564010,3703
27564020,3703
27564030,3703
27564040,3703
27564050,3703
27564060,3703
27564061,3703
27564062,3703
27564063,3703
27564064,3703
27564070,3703
27564080,3703
27564090,3703
27564100,3703
27564110,3703
27564120,3703
27564121,3703
27564122,3703
27564123,3703
27564124,3703
27564130,3703
27564140,3703
27564150,3703
27564160,3703
27564170,3703
27564180,3703
27564181,3703
27564182,3703
27564183,3703
27564184,3703
27564190,3703
27564200,3703
27564210,3703
27564220,3703
27564230,3703
27564240,3703
27564241,3703
27564242,3703
27564243,3703
27564244,3703
27564250,3703
27564260,3703
27564270,3703
27564280,3703
27564290,3703
27564300,3703
27564301,3703
27564302,3703
27564303,3703
27564304,3703
27564310,3703
27564320,3703
27564330,3703
27564340,3703
27564350,3703
27564360,3703
27564361,3703
27564362,3703
27564363,3703
27564364,3703
27564370,3703
27564380,3703
27564390,3703
27564400,3703
27564410,3703
27564420,3703
27564430,3703
27564440,3703
27564441,3703
27564442,3703
27564443,3703
27564444,3703
27564450,3703
27564460,3703
27564470,3703
27564480,3703
27564490,3703
27564500,3703
27564501,3703
27564502,3703
27564503,3703
27564504,3703
27564510,3703
27564520,3703
27564530,3703
27564540,3703
27564550,3703
27564560,3703
27564570,3703
27570310,3708
27601000,9008
27610100,9008
27610110,9008
27610120,9008
27610710,9008
27610730,9008
27640050,9008
27640100,9008
27640110,9008
27640120,9008
27640810,9008
27641000,9008
27642100,9008
27642110,9008
27642120,9008
27642130,9008
27644110,9008
28101000,3002
28110000,3002
28110150,3002
28110220,3002
28110250,3002
28110270,3002
28110300,3002
28110310,3002
28110330,3002
28110340,3002
28110350,3002
28110370,3002
28110380,3002
28110390,3002
28110510,3002
28110620,3002
28110640,3002
28110660,3002
28113110,3002
28113140,3002
28130000,3002
28133110,3002
28133340,3002
28140100,3004
28140150,3004
28140250,3004
28140320,3004
28140710,3004
28140720,3004
28140730,3004
28140740,3004
28140810,3004
28141010,3004
28141050,3004
28141201,3404
28141250,3004
28141600,3004
28141610,3004
28141650,3004
28143020,3004
28143040,3402
28143080,3004
28143110,3004
28143130,3004
28143150,3004
28143170,3004
28143180,3004
28143190,3004
28143200,3404
28143210,3404
28144100,3004
28145000,3004
28145100,3004
28145110,3004
28145210,3004
28145610,3004
28145710,3004
28150210,3006
28150220,3006
28150510,3006
28153010,3006
28154010,3006
28160300,3002
28160310,3002
28160650,6422
28160710,3002
28310110,3802
28310150,3802
28310160,3802
28310170,3802
28310230,3802
28310320,3802
28310330,3802
28310420,3802
28311010,3802
28311020,3802
28311030,3802
28315050,3802
28315140,3802
28315150,3802
28315160,3802
28317010,3802
28320130,3802
28320140,3802
28320160,3802
28320300,3802
28321130,3802
28331110,3802
28340110,3802
28340120,3802
28340130,3802
28340150,3802
28340179,3802
28340180,3802
28340210,3802
28340220,3802
28340310,3802
28340510,3802
28340550,3802
28340580,3802
28340590,3802
28340600,3802
28340610,3802
28340630,3802
28340640,3802
28340660,3802
28340670,3802
28340680,3802
28340690,3802
28340700,3802
28340750,3802
28340800,3802
28345010,3802
28345020,3802
28345030,3802
28345110,3802
28345120,3802
28345130,3802
28345160,3802
28345170,3802
28350040,3802
28350050,3802
28350110,3802
28350120,3802
28350210,3802
28350220,3802
28350310,3802
28351110,3802
28351120,3802
28351160,3802
28351170,3802
28355110,3802
28355120,3802
28355130,3802
28355140,3802
28355210,3802
28355250,3802
28355260,3006
28355310,3802
28355350,3802
28355410,3802
28355420,3802
28355430,3802
28355440,3006
28355450,3802
28355460,3802
28355470,3802
28355480,3802
28360100,3802
28360210,3802
28500000,8412
28500010,8412
28500020,8412
28500030,8412
28500040,8412
28500050,8412
28500060,8412
28500070,8412
28500080,8412
28500100,8412
28500150,8412
28501010,8412
28501110,8412
28510010,8412
28510020,8412
28510030,8412
28520000,8412
28520100,8412
28522000,8412
28522050,8412
31101010,2502
31102000,2502
31103010,2502
31105005,2502
31105010,2502
31105020,2502
31105030,2502
31105040,2502
31105060,2502
31105080,2502
31105085,2502
31105090,2502
31106000,2502
31106010,2502
31106020,2502
31107000,2502
31108010,2502
31108100,2502
31108110,2502
31108120,2502
31110010,2502
31111000,2502
31111010,2502
31111020,2502
31201000,2502
31202000,2502
31203000,2502
32101000,2502
32101500,2502
32101530,6422
32102000,2502
32103000,2502
32103015,2502
32103020,2502
32103025,2502
32103030,2502
32103035,2502
32103040,2502
32103045,2502
32103050,2502
32105180,2502
32105190,2502
32105200,3404
32105210,3404
32105220,3404
32105230,3404
32105240,3404
32105310,2502
32105330,2502
32110100,2502
32110150,2502
32120100,5804
32120200,5804
32129990,2502
32130000,2502
32130010,2502
32130020,2502
32130040,2502
32130060,2502
32130065,2502
32130070,2502
32130080,2502
32130100,2502
32130110,2502
32130120,2502
32130140,2502
32130160,2502
32130170,2502
32130190,2502
32130200,2502
32130210,2502
32130220,2502
32130240,2502
32130260,2502
32130265,2502
32130270,2502
32130290,2502
32130300,2502
32130310,2502
32130320,2502
32130340,2502
32130360,2502
32130365,2502
32130370,2502
32130400,2502
32130410,2502
32130420,2502
32130430,2502
32130440,2502
32130450,2502
32130460,2502
32130470,2502
32130480,2502
32130490,2502
32130500,2502
32130510,2502
32130600,2502
32130610,2502
32130620,2502
32130630,2502
32130640,2502
32130650,2502
32130660,2502
32130670,2502
32130680,2502
32130690,2502
32130700,2502
32130710,2502
32130800,2502
32130810,2502
32130820,2502
32130830,2502
32130840,2502
32130850,2502
32130860,2502
32130870,2502
32130880,2502
32130890,2502
32130900,2502
32130910,2502
32131000,2502
32131010,2502
32131020,2502
32131030,2502
32131040,2502
32131050,2502
32131060,2502
32131070,2502
32131080,2502
32131090,2502
32131100,2502
32131110,2502
32131200,2502
32131210,2502
32131220,2502
32201000,3706
32202000,3706
32202010,3706
32202020,3706
32202025,3706
32202030,3706
32202034,3706
32202035,3706
32202040,3706
32202045,3706
32202050,3706
32202055,3706
32202060,3706
32202070,3706
32202075,3706
32202080,3706
32202085,3706
32202090,3706
32202110,3706
32202120,3706
32202130,3706
32202200,3706
32203010,3706
32204010,3706
32300100,3802
32301100,3802
32400055,2502
32400060,2502
32400065,2502
32400070,2502
32400075,2502
32400078,2502
32400080,2502
32400100,2502
32400110,2502
32400120,2502
32400200,2502
32400210,2502
32400220,2502
32400300,2502
32400310,2502
32400320,2502
32400400,2502
32400410,2502
32400420,2502
32400500,2502
32400510,2502
32400520,2502
32400600,2502
32400610,2502
32400620,2502
32400700,2502
32400710,2502
32400720,2502
32401000,5804
33000990,2502
33001000,2502
33001010,2502
33001020,2502
33001035,2502
33001040,2502
33001050,2502
33001100,2502
33001110,2502
33001120,2502
33001200,2502
33001210,2502
33001220,2502
33401000,2502
33401010,2502
33401020,2502
33401100,2502
33401110,2502
33401120,2502
33401200,2502
33401210,2502
33401220,2502
33401300,2502
33401310,2502
33401320,2502
33401400,2502
33401410,2502
33401420,2502
33401500,2502
33401510,2502
33401520,2502
33401600,2502
33401610,2502
33401620,2502
41101000,2802
41101010,2802
41101020,2802
41101050,2802
41101060,2802
41101070,2802
41101100,2802
41101110,2802
41101111,2802
41101112,2802
41101113,2802
41101120,2802
41101140,2802
41101150,2802
41101180,2802
41101200,2802
41101210,2802
41101220,2802
41102000,2802
41102010,2802
41102011,2802
41102012,2802
41102013,2802
41102020,2802
41102030,2802
41102040,2802
41102050,2802
41102060,2802
41102070,2802
41102080,2802
41102100,2802
41102110,2802
41102120,2802
41102200,2802
41102210,2802
41102220,2802
41102260,2802
41103000,2802
41103010,2802
41103011,2802
41103012,2802
41103013,2802
41103020,2802
41103050,2802
41103060,2802
41103070,2802
41103090,2802
41103100,2802
41104000,2802
41104010,2802
41104011,2802
41104012,2802
41104013,2802
41104020,2802
41104030,2802
41104040,2802
41104050,2802
41104060,2802
41104070,2802
41104080,2802
41104100,2802
41104110,2802
41104120,2802
41106000,2802
41106010,2802
41106011,2802
41106012,2802
41106013,2802
41106020,2802
41106040,2802
41106050,2802
41106080,2802
41106100,2802
41106110,2802
41106120,2802
41106500,2802
41106510,2802
41106511,2802
41106512,2802
41106513,2802
41106520,2802
41106540,2802
41107000,2802
41107010,2802
41107020,2802
41108000,2802
41108010,2802
41108020,2802
41108030,2802
41201010,2802
41201020,2802
41202020,2802
41202500,2802
41202505,2802
41202510,2802
41203030,2802
41204020,2802
41205010,2802
41205011,2802
41205012,2802
41205013,2802
41205015,2802
41205016,2802
41205017,2802
41205020,2802
41205030,2802
41205040,2802
41205050,8412
41205055,8412
41205070,8412
41205075,8412
41205100,8412
41206030,2802
41207030,2802
41208030,2802
41208100,2802
41209000,2802
41210000,2802
41210090,2802
41210100,2802
41210150,2802
41210160,2802
41210170,2802
41210190,2802
41210200,2802
41221020,2802
41301000,2802
41301010,2802
41301020,2802
41302000,2802
41302010,2802
41302011,2802
41302012,2802
41302013,2802
41302020,2802
41302030,2802
41302040,2802
41302050,2802
41302080,2802
41302100,2802
41302110,2802
41302120,2802
41303000,2802
41303010,2802
41303011,2802
41303012,2802
41303013,2802
41303020,2802
41304000,2802
41304030,2802
41304130,2802
41304980,2802
41304990,2802
41304991,2802
41304992,2802
41304993,2802
41305000,2802
41306000,2802
41310150,2802
41310160,2802
41310200,2802
41310210,2802
41310220,2802
41310900,5004
41311000,2802
41311020,6422
41410010,2802
41410015,5004
41420010,2806
41420020,2802
41420050,2806
41420100,8404
41420110,8404
41420200,8404
41420250,8404
41420300,8404
41420350,8404
41420380,2806
41420400,8404
41420410,8404
41420450,8406
41421010,2806
41421020,2806
41422010,2806
41425010,4004
41440000,2806
41480000,5802
41480010,5802
41601010,3802
41601020,3802
41601030,3802
41601040,3802
41601070,3802
41601080,3802
41601090,3802
41601100,3802
41601110,3802
41601130,3802
41601140,3802
41601160,3802
41601180,3802
41601200,3802
41602010,3802
41602020,3802
41602030,3802
41602050,3802
41602070,3802
41602090,3802
41603010,3802
41810200,2806
41810250,2604
41810400,2806
41810600,2806
41810610,2806
41811400,2806
41811600,2806
41811800,2806
41811890,2806
41811950,2806
41812000,2806
41812400,2806
41812450,2806
41812500,3404
41812510,3404
41812600,2806
41812800,2806
41812850,2806
41812900,2806
41901020,2806
42100050,2804
42100100,2804
42101000,2804
42101110,2804
42101120,2804
42101130,2804
42101300,2804
42101350,2804
42102000,2804
42104000,2804
42104050,2804
42104100,2804
42104105,2804
42104110,2804
42104500,2804
42105000,2804
42106000,2804
42106020,2804
42107000,2804
42109100,2804
42110000,2804
42110050,2804
42110100,2804
42110110,2804
42110120,2804
42110150,2804
42110160,2804
42110300,2804
42111000,2804
42111030,2804
42111040,2804
42111100,2804
42111110,2804
42111200,2804
42111205,2804
42111210,2804
42111500,2804
42112000,2804
42112100,2804
42112200,2804
42112210,2804
42112300,2804
42113000,2804
42114130,2804
42114140,2804
42114142,2804
42114145,2804
42116000,2804
42116050,2804
42116100,2804
42200500,2804
42200510,2804
42200600,2804
42201000,2804
42202000,2804
42202010,2804
42202100,2804
42202130,2804
42202150,2804
42202200,2804
42203000,2804
42203100,2804
42204050,8412
42204100,8412
42301010,3722
42301015,3722
42301020,3722
42301025,3722
42301115,3722
42301120,3722
42301125,3722
42302010,3722
42302015,3722
42302020,3722
42302025,3722
42302055,3722
42302060,3722
42302065,3722
42302105,3722
42302110,3722
42302115,3722
42302155,3722
42302160,3722
42302165,3722
42303100,3722
42401010,1404
42401100,1820
42402010,1404
42403010,7204
42404010,7204
42500000,2804
42500100,2804
42501000,2804
42501500,2804
42502100,2804
43101050,2804
43101100,2804
43101150,2804
43102000,2804
43102100,2804
43102300,2804
43102400,2804
43103000,2804
43103300,2804
43104000,2804
43107000,2804
43108010,2804
44201000,5704
51000100,4202
51000110,4202
51000180,4202
51000190,4202
51000200,4204
51000300,4204
51000400,4204
51101000,4202
51101010,4202
51101050,4202
51101060,4202
51102010,4202
51102020,4202
51105010,4202
51105040,4202
51106010,4202
51106020,4202
51106200,4202
51106210,4202
51106300,4202
51106310,4202
51107010,4202
51107040,4202
51108010,4202
51108100,4202
51109010,4202
51109040,4202
51109100,4202
51109110,4202
51109150,4202
51109200,4202
51111010,4202
51111040,4202
51113010,4202
51113100,4202
51115010,4202
51115020,4202
51119010,4202
51119040,4202
51121015,4202
51121025,4202
51121035,4202
51121045,4202
51121055,4202
51121065,4202
51121075,4202
51121110,4202
51121120,4202
51122000,4202
51122010,4202
51122100,4202
51122110,4202
51122300,4202
51122310,4202
51123010,4202
51123020,4202
51127010,4202
51127020,4202
51129010,4202
51129020,4202
51130510,4202
51130520,4202
51133010,4202
51133020,4202
51134000,4202
51134010,4202
51135000,4202
51135010,4202
51136000,3708
51140100,4202
51150000,4204
51153000,4204
51154010,4204
51154100,4204
51154510,4204
51154550,4204
51154600,4204
51155000,4204
51156500,4204
51157000,4204
51158100,4204
51159000,4204
51160000,5506
51160100,5506
51160110,5506
51161000,5506
51161020,5506
51161030,5506
51161050,5506
51161250,5506
51161270,5506
51161280,5506
51165000,5506
51166000,5506
51166100,5506
51166200,5506
51166500,5506
51167000,5506
51168000,5506
51180010,4206
51180030,4206
51180080,4206
51182010,3208
51182020,3208
51183990,4204
51184000,5202
51184100,5202
51184200,4204
51184210,4204
51184220,4204
51184230,4204
51184240,4204
51184250,4204
51184260,4204
51185000,5202
51186010,4206
51186100,4206
51186130,4206
51186160,4206
51187000,5202
51187020,5504
51188100,5506
51188500,5202
51300050,4202
51300060,4202
51300100,4206
51300110,4202
51300120,4202
51300140,4202
51300150,4202
51300175,4202
51300180,4202
51300185,4202
51300210,4202
51300220,4202
51300300,4202
51300310,4202
51301010,4202
51301020,4202
51301040,4202
51301050,4202
51301120,4202
51301130,4202
51301510,4202
51301520,4202
51301540,4202
51301550,4202
51301600,4202
51301610,4202
51301620,4202
51301630,4202
51301700,4206
51301750,4206
51301800,4206
51301805,4206
51301820,4206
51301900,4206
51302500,4206
51302520,4206
51303010,4206
51303030,4206
51303050,4206
51303070,4206
51303100,4206
51306000,5202
51320010,4204
51320060,4204
51320070,4204
51320500,4204
51320550,4204
51320560,4204
51320700,4204
51320710,4204
51320720,4204
51401010,4202
51401020,4202
51401030,4202
51401040,4202
51401060,4202
51401070,4202
51401200,4206
51404010,4202
51404020,4202
51404500,4206
51404550,4206
51407010,4202
51407020,4202
51420000,4204
51421000,4204
51501010,4202
51501020,4202
51501040,4202
51501050,4202
51501060,4202
51501070,4202
51501080,4206
51502010,4204
51503000,4206
51503040,4206
51601010,4202
51601020,4202
51601210,4202
51601220,4202
51602010,4202
51602020,4202
51620000,4204
51620020,4204
51620030,4204
51630000,4206
51630100,4206
51630200,4206
51801010,4202
51801020,4202
51804010,4202
51804020,4202
51805010,4202
51805020,4202
51806010,4202
51806020,4202
51807000,4202
51808000,4202
51808010,4202
51808050,5202
51808100,4204
52101000,4402
52101030,4402
52101040,4402
52101050,4402
52101100,4402
52101150,4402
52102040,4402
52103000,4402
52104010,4402
52104040,4402
52104100,4402
52104200,4402
52105100,4402
52105200,4402
52201000,4402
52202060,4402
52204000,3208
52206010,4402
52206060,4402
52207010,4402
52208010,4402
52208020,4402
52208760,4208
52209010,4402
52211010,4402
52213010,4402
52215000,4208
52215100,4208
52215200,4208
52215260,4208
52215300,4208
52215350,4208
52220110,4402
52301000,4402
52302010,4402
52302020,4402
52302500,4402
52302600,4402
52303010,4402
52303500,4402
52304000,4402
52304010,4402
52304040,4402
52304100,4402
52304150,4402
52306010,4402
52306300,4402
52306500,4402
52306550,4402
52306700,4402
52311010,4402
52401000,4402
52403000,4402
52404060,4402
52405010,4402
52407000,4402
52408000,4402
53100050,5502
53100070,5502
53100100,5502
53101100,5502
53101200,5502
53101250,5502
53102100,5502
53102200,5502
53102600,5502
53102700,5502
53102800,5502
53103000,5502
53104100,5502
53104260,5502
53104300,5502
53104400,5502
53104500,5502
53104550,5502
53104600,5502
53105270,5502
53105275,5502
53105300,5502
53105500,5502
53106500,5502
53108200,5502
53108220,5502
53109200,5502
53109220,5502
53109300,5502
53110000,5502
53111000,5502
53112000,5502
53112100,5502
53113000,5502
53114000,5502
53114100,5502
53115100,5502
53115200,5502
53115310,5502
53115320,5502
53115410,5502
53115450,5502
53116000,5502
53116020,5502
53116270,5502
53116350,5502
53116390,5502
53116500,5502
53116510,5502
53116550,5502
53116570,5502
53116600,5502
53116650,5502
53117100,5502
53117200,5502
53118100,5502
53118200,5502
53118300,5502
53118410,5502
53118500,5502
53118550,5502
53119000,5502
53120270,5502
53120275,5502
53121270,5502
53121275,5502
53122070,5502
53122080,5502
53123070,5502
53123080,5502
53123500,5502
53124110,5502
53200100,5504
53201000,5504
53202000,5504
53203000,5504
53203500,5504
53204000,5504
53204010,5504
53204100,5504
53204840,5504
53204860,5504
53205250,5504
53205260,5504
53206000,5504
53206020,5504
53206030,5504
53206100,5504
53206500,5504
53206550,5504
53207000,5504
53207020,5504
53207050,5504
53208000,5504
53208200,5504
53209005,5504
53209010,5504
53209015,5504
53209020,5504
53209100,5504
53209500,5504
53210000,5504
53210900,5504
53211000,5504
53215500,5504
53220000,5504
53220010,5504
53220030,5504
53220040,5504
53222010,5504
53222020,5504
53223000,5504
53223100,5504
53224000,5504
53224250,5504
53225000,5504
53226000,5504
53226500,5504
53226550,5504
53226600,5504
53228000,5504
53230000,5504
53231000,5504
53231400,5504
53233000,5504
53233010,5504
53233040,5504
53233050,5504
53233060,5504
53233080,5504
53233100,5504
53234000,5504
53234100,5504
53234250,5504
53235000,5504
53235500,5504
53235600,5504
53236000,5504
53236100,5504
53237000,5504
53237010,5504
53237500,5504
53238000,5504
53239000,5504
53239010,5504
53239050,5504
53239100,5504
53240000,5504
53240010,5504
53241500,5504
53241510,5504
53241600,5504
53242000,5504
53242500,5504
53243000,5504
53243010,5504
53243050,5504
53244010,5504
53244020,5504
53246000,5504
53247000,5504
53247050,5504
53247500,5504
53251100,5504
53260030,5504
53260200,5504
53260300,5504
53260400,5504
53260500,5504
53260600,5504
53261000,5504
53270100,5504
53300100,5502
53300170,5502
53300180,5502
53301000,5502
53301070,5502
53301080,5502
53301500,5502
53301750,5502
53302000,5502
53302070,5502
53302080,5502
53303000,5502
53303070,5502
53303500,5502
53303510,5502
53303570,5502
53304000,5502
53304050,5502
53304070,5502
53305000,5502
53305010,5502
53305070,5502
53305080,5502
53305700,5502
53305720,5502
53305750,5502
53306000,5502
53306070,5502
53307000,5502
53307050,5502
53307070,5502
53307080,5502
53307500,5502
53307570,5502
53308000,5502
53308070,5502
53308300,5502
53308500,5502
53309000,5502
53309070,5502
53310000,5502
53310050,5502
53311000,5502
53311050,5502
53311070,5502
53312000,5502
53313000,5502
53314000,5502
53340000,5502
53340500,5502
53341000,5502
53341070,5502
53341500,5502
53341750,5502
53342000,5502
53342070,5502
53343000,5502
53343070,5502
53344000,5502
53344070,5502
53344200,5502
53344300,5502
53345000,5502
53345070,5502
53346000,5502
53346500,5502
53347000,5502
53347070,5502
53347100,5502
53347500,5502
53347600,5502
53348000,5502
53348070,5502
53360000,5502
53365000,5502
53366000,5502
53370000,5502
53371000,5502
53373000,5502
53381000,5502
53381070,5502
53382000,5502
53385000,5502
53385070,5502
53385500,5502
53386000,5502
53386050,5502
53386250,5502
53386500,5502
53387000,5502
53390000,5502
53390100,5502
53391000,5502
53391100,5502
53391150,5502
53391200,5502
53400200,4404
53400300,4404
53410100,5502
53410200,5502
53410300,5502
53410500,5502
53410800,5502
53410850,5502
53410860,5502
53410880,5502
53410900,5502
53415100,5502
53415120,5506
53415200,5506
53415220,5506
53415300,5502
53415400,5502
53415500,5502
53415600,5502
53420000,5506
53420100,5506
53420200,5506
53420210,5506
53420250,5506
53420300,5506
53420310,5506
53420400,5506
53420410,5506
53430000,4404
53430100,4404
53430200,4404
53430700,5506
53430750,5506
53440000,5502
53440300,5502
53440500,5502
53440600,5502
53440700,5502
53440750,5502
53440800,5502
53441110,5502
53441210,5502
53450000,5502
53450300,5502
53450500,5502
53450800,5502
53451000,5502
53451500,5502
53451750,5502
53452100,5506
53452120,5506
53452130,5506
53452150,5506
53452170,5506
53452200,5506
53452400,5506
53452420,5506
53452450,5506
53452500,5506
53453150,5502
53453170,5502
53500100,5506
53510000,5506
53510100,5506
53511000,5506
53520000,5506
53520110,5506
53520120,5506
53520140,5506
53520150,5506
53520160,5506
53520200,5506
53520500,5506
53520600,5506
53520700,5506
53521100,5506
53521110,5506
53521120,5506
53521130,5506
53521140,5506
53521210,5506
53521220,5506
53521230,5506
53530000,5506
53530010,5506
53610100,5506
53610170,5506
53610200,5506
53710400,5402
53710500,5402
53710502,5402
53710504,5402
53710600,5402
53710700,5402
53710800,5404
53710802,5404
53710900,5402
53710902,5402
53710904,5402
53710906,5402
53711000,5402
53711002,5402
53711004,5402
53711006,5402
53711100,5402
53712000,5402
53712100,5402
53712200,5402
53712210,5402
53713000,5402
53713100,5402
53714200,5402
53714210,5402
53714220,5402
53714230,5402
53714250,5402
53714300,5402
53714400,5402
53714500,5402
53714510,5402
53714520,5402
53720100,5404
53720200,5404
53720210,5404
53720300,5404
53720400,5404
53720500,5404
53720600,5404
53720610,5404
53720700,5404
53720800,5404
53729000,5404
53801000,9012
53803050,9012
53803100,9012
53803250,9012
53803300,9012
54001000,5202
54102010,5504
54102015,5504
54102020,5504
54102050,5504
54102060,5504
54102100,5504
54102200,5504
54103000,5202
54200100,5202
54201010,5202
54202020,5204
54204020,5202
54204030,5202
54301010,5202
54301020,5202
54301030,5202
54301100,5202
54304000,5202
54304005,5202
54304020,5202
54304100,5202
54304150,5202
54305010,5202
54305020,5202
54307000,5202
54308000,5202
54313000,5204
54318000,5004
54318500,5202
54319000,5202
54319005,5202
54319020,5202
54319500,5202
54325000,5204
54325010,5204
54325060,5204
54326000,5202
54328000,5202
54328100,5202
54328105,5202
54328110,5202
54328120,5202
54328200,5202
54328210,5202
54336000,5202
54336100,5202
54337010,5202
54337020,5202
54337030,5202
54337060,5202
54338000,5202
54338010,5202
54338020,5202
54338100,5202
54339000,5202
54340100,5202
54340110,5202
54350000,9012
54350010,9012
54350020,9012
54360000,9012
54401011,5004
54401021,5004
54401026,5004
54401031,5004
54401035,5004
54401055,5004
54401065,5004
54401075,5004
54401081,5004
54401085,5004
54401090,5004
54401095,5004
54401110,5004
54401111,5004
54401112,5004
54401121,5004
54401122,5004
54401170,5004
54402080,5004
54402200,5008
54402610,5002
54402700,5202
54403001,5006
54403005,5006
54403006,5006
54403010,5006
54403040,5006
54403045,5006
54403046,5006
54403051,5006
54403052,5006
54403053,5006
54403054,5006
54403055,5006
54403056,5006
54403057,5006
54403058,5006
54403059,5006
54403061,5006
54403062,5006
54403080,5006
54403081,5006
54403082,5006
54403083,5006
54403084,5006
54403085,5006
54403086,5006
54403087,5006
54403088,5006
54403089,5006
54403091,5006
54403092,5006
54403110,5006
54403120,5006
54403160,5006
54404000,5004
54404010,5004
54404020,5004
54406010,5004
54406200,5004
54408000,5008
54408015,5008
54408016,5008
54408017,5008
54408030,5008
54408035,5008
54408070,5008
54408081,5008
54408082,5008
54408100,9012
54408105,5008
54408110,5008
54408115,5008
54408190,5008
54408200,5008
54408210,5008
54408250,5008
54408260,5008
54408290,5008
54408300,5008
54408310,5008
54408400,5008
54408405,5008
54408410,5008
54408411,5008
54408415,5008
54408416,5008
54408420,5008
54408422,5008
54408430,5008
54408432,5008
54408450,5008
54408455,5008
54408456,5008
54408460,5008
54408462,5008
54408465,5008
54408466,5008
54408470,5008
54408475,5008
54408480,5008
54408485,5008
54408486,5008
54408487,5008
54420210,5004
54420220,5008
54440010,5202
54440020,5004
55100005,4404
55100010,4404
55100015,4404
55100020,4404
55100025,4404
55100030,4404
55100035,4404
55100040,4404
55100050,4404
55100055,4404
55100060,4404
55100065,4404
55100070,4404
55100080,4404
55101000,4404
55101015,4404
55103000,4404
55103020,4404
55103100,4404
55105000,4404
55105100,4404
55105200,4404
55105205,4404
55106000,4404
55200010,4404
55200020,4404
55200030,4404
55200040,4404
55200050,4404
55200060,4404
55200070,4404
55200080,4404
55200090,4404
55200100,4404
55200110,4404
55200120,4404
55200130,4404
55200200,4404
55201000,4404
55203000,4404
55203600,4404
55203700,4404
55204000,4404
55205000,4404
55208000,4404
55211050,4404
55212000,4404
55300010,4404
55300020,4404
55300030,4404
55300040,4404
55300050,4404
55300055,4404
55300060,4404
55301000,4404
55301010,4404
55301015,4404
55301020,4404
55301025,4404
55301030,4404
55301031,4404
55301040,4404
55301048,4404
55301050,4404
55301055,4404
55310100,4404
55400010,4404
55401000,4404
55501000,4404
55502000,8412
55610200,3208
55610300,4402
55701000,3202
55702000,3202
55702100,4404
55703000,3202
55801000,5506
55801010,5506
56104000,4004
56112000,4004
56113000,4004
56113990,4004
56116000,5202
56116990,4004
56117090,4004
56130000,4004
56132990,4004
56140100,4004
56200300,4804
56200390,4004
56200400,4004
56200410,4004
56200490,4004
56200500,4004
56200510,4004
56200990,4804
56201000,4804
56201040,4804
56201050,4804
56201051,4804
56201052,4804
56201055,4804
56201056,4804
56201057,4804
56201065,4804
56201066,4804
56201067,4804
56201090,4804
56201091,4804
56201092,4804
56201210,4804
56201220,4804
56201230,4804
56201340,4804
56201342,4804
56201344,4804
56201350,4804
56201355,4804
56201360,4804
56201515,4804
56201516,4804
56201517,4804
56201540,4804
56201550,4402
56201600,4804
56201990,4004
56202000,4004
